"filename","task_id","x_loc","y_loc"
"DJI_0008_10.jpeg","T1",1059.96875,76
"DJI_0008_10.jpeg","T1",1071.96875,158
"DJI_0008_10.jpeg","T1",1062.96875,234
"DJI_0008_10.jpeg","T1",963.96875,88
"DJI_0008_10.jpeg","T1",1034.96875,65
"DJI_0008_10.jpeg","T1",885.96875,426
"DJI_0008_10.jpeg","T1",818.96875,385
"DJI_0008_10.jpeg","T1",901.96875,366
"DJI_0008_10.jpeg","T1",957.96875,383
"DJI_0008_10.jpeg","T1",959.96875,434
"DJI_0008_10.jpeg","T1",922.96875,529
"DJI_0008_10.jpeg","T1",887.96875,470
"DJI_0008_10.jpeg","T1",1013.96875,421
"DJI_0008_10.jpeg","T1",1060.96875,399
"DJI_0008_10.jpeg","T1",982.96875,686
"DJI_0008_10.jpeg","T1",963.96875,621
"DJI_0008_10.jpeg","T1",921.96875,619
"DJI_0008_10.jpeg","T1",941.96875,683
"DJI_0008_10.jpeg","T1",692.96875,641
"DJI_0008_10.jpeg","T1",696.96875,469
"DJI_0008_10.jpeg","T1",671.96875,542
"DJI_0008_10.jpeg","T1",629.96875,529
"DJI_0008_10.jpeg","T1",646.96875,427
"DJI_0008_10.jpeg","T1",677.96875,129
"DJI_0008_10.jpeg","T1",642.96875,146
"DJI_0008_10.jpeg","T1",808.96875,126
"DJI_0008_10.jpeg","T1",816.96875,75
"DJI_0008_10.jpeg","T1",788.96875,74
"DJI_0008_10.jpeg","T1",845.96875,18
"DJI_0008_10.jpeg","T1",910.96875,91
"DJI_0008_10.jpeg","T1",861.96875,90
"DJI_0008_10.jpeg","T1",693.96875,34
"DJI_0008_10.jpeg","T1",590.96875,11
"DJI_0008_10.jpeg","T1",593.96875,60
"DJI_0008_10.jpeg","T1",492.96875,89
"DJI_0008_10.jpeg","T1",475.96875,48
"DJI_0008_10.jpeg","T1",413.96875,439
"DJI_0008_10.jpeg","T1",471.96875,339
"DJI_0008_10.jpeg","T1",545.96875,314
"DJI_0008_10.jpeg","T1",515.96875,287
"DJI_0008_10.jpeg","T1",511.96875,243
"DJI_0008_10.jpeg","T1",388.96875,306
"DJI_0008_10.jpeg","T1",355.96875,286
"DJI_0008_10.jpeg","T1",312.96875,298
"DJI_0008_10.jpeg","T1",275.96875,320
"DJI_0008_10.jpeg","T1",236.96875,346
"DJI_0008_10.jpeg","T1",319.96875,360
"DJI_0008_10.jpeg","T1",178.96875,351
"DJI_0008_10.jpeg","T1",223.96875,168
"DJI_0008_10.jpeg","T1",251.96875,187
"DJI_0008_10.jpeg","T1",76.96875,117
"DJI_0008_10.jpeg","T1",81.96875,75
"DJI_0008_10.jpeg","T1",104.96875,41
"DJI_0008_10.jpeg","T1",54.96875,152
"DJI_0008_10.jpeg","T1",20.96875,191
"DJI_0008_10.jpeg","T1",40.96875,351
"DJI_0008_10.jpeg","T1",40.96875,383
"DJI_0008_10.jpeg","T1",30.96875,412
"DJI_0134_21.jpeg","T2",803.998046875,168.540481567383
"DJI_0134_21.jpeg","T2",582.39111328125,88.6588973999023
"DJI_0134_21.jpeg","T2",859.399841308594,573.10205078125
"DJI_0134_21.jpeg","T2",368.514587402344,556.352722167969
"DJI_0152_21.jpeg","T0",541.161865234375,158.233184814453
"DJI_0152_21.jpeg","T0",593.98681640625,71.9095306396484
"DJI_0152_21.jpeg","T0",860.688232421875,28.1035022735596
"DJI_0152_21.jpeg","T0",950.877136230469,28.1035022735596
"DJI_0152_21.jpeg","T0",928.97412109375,127.311279296875
"DJI_0152_21.jpeg","T0",524.412536621094,339.899383544922
"DJI_0152_21.jpeg","T0",566.930114746094,354.071899414062
"DJI_0152_21.jpeg","T0",541.161865234375,225.23063659668
"DJI_0152_21.jpeg","T0",360.784118652344,485.489990234375
"DJI_0152_21.jpeg","T0",457.415069580078,619.484924316406
"DJI_0152_21.jpeg","T0",467.722351074219,567.948425292969
"DJI_0152_21.jpeg","T0",565.641723632812,600.158752441406
"DJI_0152_21.jpeg","T0",773.076171875,667.156188964844
"DJI_0152_21.jpeg","T0",820.747436523438,263.883026123047
"DJI_0152_21.jpeg","T0",883.879638671875,220.076995849609
"DJI_0152_21.jpeg","T0",783.383483886719,214.92333984375
"DJI_0152_21.jpeg","T0",462.568695068359,444.260803222656
"DJI_0152_21.jpeg","T0",796.267578125,494.508880615234
"DJI_0152_21.jpeg","T0",501.221099853516,585.986206054688
"DJI_0152_21.jpeg","T0",493.490600585938,202.039215087891
"DJI_0152_21.jpeg","T0",619.755065917969,302.535400390625
"DJI_0152_21.jpeg","T1",734.423767089844,84.7936630249023
"DJI_0152_21.jpeg","T1",443.242523193359,106.696678161621
"DJI_0152_21.jpeg","T1",555.334411621094,98.9662017822266
"DJI_0152_21.jpeg","T1",376.245056152344,214.92333984375
"DJI_0152_21.jpeg","T1",391.706024169922,271.613494873047
"DJI_0152_21.jpeg","T1",377.533477783203,348.918273925781
"DJI_0152_21.jpeg","T1",396.859649658203,404.320007324219
"DJI_0152_21.jpeg","T1",471.587585449219,378.5517578125
"DJI_0152_21.jpeg","T1",943.146606445312,359.225555419922
"DJI_0152_21.jpeg","T1",949.588684082031,503.527770996094
"DJI_0152_21.jpeg","T1",633.927612304688,476.471099853516
"DJI_0152_21.jpeg","T1",726.693298339844,364.379211425781
"DJI_0152_21.jpeg","T1",351.765228271484,669.733032226562
"DJI_0152_21.jpeg","T1",372.379821777344,573.10205078125
"DJI_0152_21.jpeg","T1",459.991882324219,668.444580078125
"DJI_0152_21.jpeg","T2",148.196014404297,373.398101806641
"DJI_0152_21.jpeg","T2",73.4680786132812,144.060638427734
"DJI_0152_21.jpeg","T2",56.7187118530273,274.190338134766
"DJI_0152_21.jpeg","T2",56.7187118530273,470.029052734375
"DJI_0152_21.jpeg","T2",136.600296020508,573.10205078125
"DJI_0152_21.jpeg","T2",112.120460510254,689.059204101562
"DJI_0152_21.jpeg","T2",596.563598632812,672.309814453125
"DJI_0152_21.jpeg","T2",806.574890136719,585.986206054688
"DJI_0152_21.jpeg","T2",943.146606445312,205.904449462891
"DJI_0152_21.jpeg","T2",1050.08483886719,164.675247192383
"DJI_0152_21.jpeg","T2",1020.45141601562,542.18017578125
"DJI_0152_21.jpeg","T2",910.936340332031,461.010162353516
"DJI_0152_21.jpeg","T2",240.961730957031,172.405715942383
"DJI_0152_21.jpeg","T2",886.456481933594,408.185241699219
"DJI_0152_21.jpeg","T2",119.850936889648,37.1223907470703
"DJI_0138_7.jpeg","T2",480.166931152344,277.802398681641
"DJI_0138_7.jpeg","T2",354.017456054688,179.972183227539
"DJI_0138_7.jpeg","T2",231.729690551758,530.101379394531
"DJI_0138_7.jpeg","T2",705.433837890625,544.260986328125
"DJI_0138_7.jpeg","T2",792.966186523438,300.972717285156
"DJI_0138_7.jpeg","T2",826.434387207031,138.780517578125
"DJI_0138_7.jpeg","T2",1018.23309326172,120.759170532227
"DJI_0138_7.jpeg","T2",968.03076171875,603.473999023438
"DJI_0138_7.jpeg","T2",476.305206298828,640.803955078125
"DJI_0138_7.jpeg","T2",114.590881347656,288.100311279297
"DJI_0111_11.jpeg","T0",1035.46875,308
"DJI_0111_11.jpeg","T0",1019.46875,354
"DJI_0111_11.jpeg","T0",961.46875,391
"DJI_0111_11.jpeg","T1",660.46875,112
"DJI_0111_11.jpeg","T1",671.46875,185
"DJI_0111_11.jpeg","T1",246.46875,127
"DJI_0111_11.jpeg","T1",381.46875,542
"DJI_0111_11.jpeg","T1",39.46875,250
"DJI_0111_11.jpeg","T1",29.46875,595
"DJI_0111_11.jpeg","T1",927.46875,647
"DJI_0111_11.jpeg","T1",171.46875,369
"DJI_0111_11.jpeg","T1",618.46875,342
"DJI_0111_11.jpeg","T2",205.46875,690
"DJI_0111_11.jpeg","T2",380.46875,461
"DJI_0111_11.jpeg","T2",78.46875,21
"DJI_0111_11.jpeg","T2",1058.46875,673
"DJI_0111_11.jpeg","T2",29.46875,473
"DJI_0142_14.jpeg","T1",386.46875,156
"DJI_0142_14.jpeg","T1",651.46875,410
"DJI_0142_14.jpeg","T1",371.46875,409
"DJI_0142_14.jpeg","T1",217.46875,220
"DJI_0142_14.jpeg","T2",685.46875,290
"DJI_0142_14.jpeg","T2",717.46875,584
"DJI_0142_14.jpeg","T2",983.46875,520
"DJI_0142_14.jpeg","T2",129.46875,353
"DJI_0142_14.jpeg","T2",262.46875,49
"DJI_0169_9.jpeg","T2",590.204650878906,139.741348266602
"DJI_0169_9.jpeg","T2",845.8291015625,104.23796081543
"DJI_0169_9.jpeg","T2",1016.24536132812,405.306732177734
"DJI_0085_6.jpeg","T1",831.627746582031,412.975463867188
"DJI_0085_6.jpeg","T1",566.062377929688,469.780883789062
"DJI_0085_6.jpeg","T1",1027.6064453125,286.583374023438
"DJI_0085_6.jpeg","T2",563.222106933594,207.055786132812
"DJI_0085_6.jpeg","T2",326.059417724609,151.670486450195
"DJI_0085_6.jpeg","T2",226.649932861328,584.811889648438
"DJI_0102_21.jpeg","T1",407.379669189453,443.771575927734
"DJI_0102_21.jpeg","T1",316.407897949219,483.571716308594
"DJI_0102_21.jpeg","T1",84.714225769043,91.2560424804688
"DJI_0102_21.jpeg","T2",968.845947265625,369.857025146484
"DJI_0102_21.jpeg","T2",728.623657226562,649.879455566406
"DJI_0102_21.jpeg","T2",752.788024902344,67.091667175293
"DJI_0104_2.jpeg","T0",314.986480712891,235.389419555664
"DJI_0104_2.jpeg","T0",407.379669189453,100.353218078613
"DJI_0104_2.jpeg","T0",269.500610351562,515.411865234375
"DJI_0104_2.jpeg","T0",290.822113037109,619.176513671875
"DJI_0104_2.jpeg","T0",840.916931152344,548.104797363281
"DJI_0104_2.jpeg","T0",923.360107421875,256.710906982422
"DJI_0104_2.jpeg","T1",749.945190429688,310.725402832031
"DJI_0104_2.jpeg","T1",120.250061035156,88.9817504882812
"DJI_0104_2.jpeg","T1",70.499885559082,462.818786621094
"DJI_0104_2.jpeg","T2",660.394836425781,657.555236816406
"DJI_0104_2.jpeg","T2",596.430358886719,469.925964355469
"DJI_0104_2.jpeg","T2",599.273193359375,36.3887023925781
"DJI_0085_18.jpeg","T1",837.309448242188,144.854431152344
"DJI_0085_18.jpeg","T1",808.906616210938,478.587646484375
"DJI_0085_18.jpeg","T1",638.489624023438,649.004638671875
"DJI_0085_18.jpeg","T2",475.173370361328,142.014144897461
"DJI_0085_18.jpeg","T2",478.013671875,411.841003417969
"DJI_0085_18.jpeg","T2",905.476257324219,482.848083496094
"DJI_0104_25.jpeg","T0",478.451354980469,678.023864746094
"DJI_0104_25.jpeg","T0",378.950988769531,653.859497070312
"DJI_0104_25.jpeg","T0",826.702575683594,85.286018371582
"DJI_0104_25.jpeg","T1",646.180541992188,341.144073486328
"DJI_0104_25.jpeg","T1",606.38037109375,191.893539428711
"DJI_0104_25.jpeg","T1",172.843109130859,213.215042114258
"DJI_0104_25.jpeg","T2",906.302856445312,191.893539428711
"DJI_0104_25.jpeg","T2",926.202941894531,407.951446533203
"DJI_0104_25.jpeg","T2",361.893798828125,334.036895751953
"DJI_0158_8.jpeg","T0",891.274841308594,32.6632537841797
"DJI_0158_8.jpeg","T0",872.81298828125,93.7293319702148
"DJI_0158_8.jpeg","T0",901.2158203125,203.080230712891
"DJI_0158_8.jpeg","T0",1019.08752441406,11.3611316680908
"DJI_0158_8.jpeg","T0",996.365295410156,51.1250915527344
"DJI_0158_8.jpeg","T0",889.854675292969,396.219451904297
"DJI_0158_8.jpeg","T0",882.753967285156,484.268218994141
"DJI_0158_8.jpeg","T0",854.351135253906,694.449157714844
"DJI_0158_8.jpeg","T0",958.021484375,714.331115722656
"DJI_0158_8.jpeg","T0",517.777648925781,619.181640625
"DJI_0158_8.jpeg","T0",524.878356933594,437.403564453125
"DJI_0158_8.jpeg","T0",478.013671875,458.705688476562
"DJI_0158_8.jpeg","T0",482.274078369141,313.851257324219
"DJI_0158_8.jpeg","T0",546.180480957031,254.205322265625
"DJI_0158_8.jpeg","T0",499.315795898438,183.1982421875
"DJI_0158_8.jpeg","T0",499.315795898438,100.830039978027
"DJI_0158_8.jpeg","T1",695.295288085938,495.629364013672
"DJI_0158_8.jpeg","T1",695.295288085938,325.21240234375
"DJI_0158_8.jpeg","T1",688.194580078125,154.79541015625
"DJI_0158_8.jpeg","T2",394.225311279297,470.066802978516
"DJI_0158_8.jpeg","T2",201.086090087891,160.475982666016
"DJI_0158_8.jpeg","T2",422.628143310547,83.7883453369141
"DJI_0165_24.jpeg","T0",687.402099609375,533.03759765625
"DJI_0165_24.jpeg","T0",505.458587646484,618.323669433594
"DJI_0165_24.jpeg","T0",622.01611328125,618.323669433594
"DJI_0165_24.jpeg","T0",566.580261230469,703.609680175781
"DJI_0165_24.jpeg","T1",360.472351074219,615.480773925781
"DJI_0165_24.jpeg","T1",538.151550292969,461.965942382812
"DJI_0165_24.jpeg","T1",168.578811645508,18.4786376953125
"DJI_0165_24.jpeg","T2",1017.17468261719,409.372894287109
"DJI_0165_24.jpeg","T2",796.852478027344,199.000717163086
"DJI_0165_24.jpeg","T2",64.8141479492188,544.409118652344
"DJI_0146_21.jpeg","T0",73.96875,512
"DJI_0146_21.jpeg","T0",125.96875,425
"DJI_0146_21.jpeg","T0",810.96875,584
"DJI_0146_21.jpeg","T0",175.96875,640
"DJI_0146_21.jpeg","T0",98.96875,587
"DJI_0146_21.jpeg","T0",203.96875,514
"DJI_0146_21.jpeg","T1",773.96875,498
"DJI_0146_21.jpeg","T1",248.96875,151
"DJI_0146_21.jpeg","T1",181.96875,65
"DJI_0146_21.jpeg","T2",607.96875,263
"DJI_0146_21.jpeg","T2",708.96875,65
"DJI_0146_21.jpeg","T2",817.96875,198
"DJI_0163_13.jpeg","T0",155.96875,518
"DJI_0163_13.jpeg","T0",188.96875,503
"DJI_0163_13.jpeg","T0",201.96875,429
"DJI_0163_13.jpeg","T0",254.96875,489
"DJI_0163_13.jpeg","T0",264.96875,467
"DJI_0163_13.jpeg","T1",971.96875,221
"DJI_0163_13.jpeg","T1",177.96875,403
"DJI_0163_13.jpeg","T1",542.96875,297
"DJI_0163_13.jpeg","T2",431.96875,640
"DJI_0163_13.jpeg","T2",565.96875,630
"DJI_0163_13.jpeg","T2",172.96875,317
"DJI_0186_7.jpeg","T0",510.46875,338
"DJI_0186_7.jpeg","T0",551.46875,259
"DJI_0186_7.jpeg","T0",248.46875,136
"DJI_0186_7.jpeg","T0",305.46875,301
"DJI_0186_7.jpeg","T0",236.46875,249
"DJI_0186_7.jpeg","T0",312.46875,457
"DJI_0186_7.jpeg","T0",305.46875,569
"DJI_0186_7.jpeg","T0",801.46875,582
"DJI_0186_7.jpeg","T0",448.46875,629
"DJI_0186_7.jpeg","T1",656.46875,493
"DJI_0186_7.jpeg","T1",998.46875,448
"DJI_0186_7.jpeg","T1",1059.46875,431
"DJI_0186_7.jpeg","T2",801.46875,91
"DJI_0186_7.jpeg","T2",43.46875,567
"DJI_0186_7.jpeg","T2",120.46875,184
"DJI_0169_1.jpeg","T2",342.96875,678
"DJI_0169_1.jpeg","T2",29.96875,376
"DJI_0169_1.jpeg","T2",629.96875,247
"DJI_0118_17.jpeg","T0",384.46875,604
"DJI_0118_17.jpeg","T0",448.46875,685
"DJI_0118_17.jpeg","T0",466.46875,526
"DJI_0118_17.jpeg","T0",401.46875,445
"DJI_0118_17.jpeg","T0",146.46875,244
"DJI_0118_17.jpeg","T0",98.46875,359
"DJI_0118_17.jpeg","T0",159.46875,143
"DJI_0118_17.jpeg","T0",82.46875,686
"DJI_0118_17.jpeg","T0",145.46875,707
"DJI_0118_17.jpeg","T0",768.46875,424
"DJI_0118_17.jpeg","T0",758.46875,515
"DJI_0118_17.jpeg","T0",1059.46875,176
"DJI_0118_17.jpeg","T0",1062.46875,590
"DJI_0118_17.jpeg","T1",782.46875,357
"DJI_0118_17.jpeg","T1",400.46875,302
"DJI_0118_17.jpeg","T1",170.46875,360
"DJI_0118_17.jpeg","T2",507.46875,365
"DJI_0118_17.jpeg","T2",449.46875,394
"DJI_0118_17.jpeg","T2",892.46875,438
"DJI_0160_5.jpeg","T0",309.96875,154
"DJI_0160_5.jpeg","T0",470.96875,61
"DJI_0160_5.jpeg","T0",537.96875,223
"DJI_0160_5.jpeg","T0",437.96875,315
"DJI_0160_5.jpeg","T0",372.96875,660
"DJI_0160_5.jpeg","T0",425.96875,542
"DJI_0160_5.jpeg","T0",458.96875,670
"DJI_0160_5.jpeg","T0",672.96875,569
"DJI_0160_5.jpeg","T0",775.96875,511
"DJI_0160_5.jpeg","T0",671.96875,676
"DJI_0160_5.jpeg","T0",855.96875,584
"DJI_0160_5.jpeg","T0",895.96875,493
"DJI_0160_5.jpeg","T0",777.96875,427
"DJI_0160_5.jpeg","T0",753.96875,322
"DJI_0160_5.jpeg","T0",877.96875,282
"DJI_0160_5.jpeg","T0",734.96875,221
"DJI_0160_5.jpeg","T0",764.96875,192
"DJI_0160_5.jpeg","T0",769.96875,18
"DJI_0160_5.jpeg","T0",45.96875,639
"DJI_0160_5.jpeg","T1",707.96875,450
"DJI_0160_5.jpeg","T1",721.96875,390
"DJI_0160_5.jpeg","T1",904.96875,403
"DJI_0160_5.jpeg","T2",543.96875,386
"DJI_0160_5.jpeg","T2",269.96875,417
"DJI_0160_5.jpeg","T2",423.96875,203
"DJI_0133_21.jpeg","T2",216.96875,603
"DJI_0133_21.jpeg","T2",589.96875,295
"DJI_0133_21.jpeg","T2",388.96875,107
"DJI_0008_6.jpeg","T0",168.46875,703
"DJI_0008_6.jpeg","T1",285.46875,719
"DJI_0008_6.jpeg","T1",274.46875,679
"DJI_0008_6.jpeg","T1",789.46875,720
"DJI_0008_6.jpeg","T2",515.46875,555
"DJI_0008_6.jpeg","T2",420.46875,238
"DJI_0008_6.jpeg","T2",770.46875,94
"DJI_0176_17.jpeg","T0",193.46875,336
"DJI_0176_17.jpeg","T0",723.46875,689
"DJI_0176_17.jpeg","T0",813.46875,715
"DJI_0176_17.jpeg","T0",882.46875,642
"DJI_0176_17.jpeg","T0",797.46875,370
"DJI_0176_17.jpeg","T1",576.46875,318
"DJI_0176_17.jpeg","T1",94.46875,328
"DJI_0176_17.jpeg","T1",238.46875,162
"DJI_0176_17.jpeg","T2",641.46875,150
"DJI_0176_17.jpeg","T2",976.46875,655
"DJI_0176_17.jpeg","T2",891.46875,179
"DJI_0143_23.jpeg","T0",899.96875,457
"DJI_0143_23.jpeg","T0",915.96875,550
"DJI_0143_23.jpeg","T0",931.96875,710
"DJI_0143_23.jpeg","T0",939.96875,176
